day_of_week,driver_age,driver_sex,educational_level,driving_experience,vehicle_type,vehicle_owner,service_year,accident_area,lanes,road_allignment,junction_type,surface_type,road_surface_conditions,light_condition,weather_condition,collision_type,vehicles_involved,casualties,vehicle_movement,casualty_class,casualty_sex,casualty_age,casualty_severity,pedestrian_movement,accident_cause,hour,minute
3,5,1,1,6,10,4,6,7,3,6,2,1,1,1,8,3,1,1,2,1,2,2,3,6,13,12,60
4,4,2,5,2,1,4,2,8,5,8,1,1,1,4,3,9,1,2,3,4,3,6,4,6,4,13,28
2,5,1,5,3,9,1,6,7,7,6,5,1,1,4,3,9,2,1,3,4,3,6,4,6,14,18,29
6,1,2,2,3,1,4,2,7,3,8,1,1,1,4,3,9,1,1,3,2,2,5,3,6,10,19,51
7,4,2,5,3,1,1,6,3,1,6,8,1,4,4,3,9,2,1,3,4,3,6,4,6,2,16,41
3,2,2,5,4,1,4,6,7,3,6,8,1,1,4,3,9,1,1,3,1,2,2,3,6,11,16,21
3,1,2,5,3,1,4,1,8,7,4,8,1,1,1,3,9,1,1,3,3,2,3,3,6,11,22,6
3,2,2,5,4,11,4,4,8,7,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,18,12
3,4,2,5,4,10,4,3,8,7,6,8,1,4,1,5,9,2,1,3,4,3,6,4,6,12,17,31
2,1,2,5,1,6,4,6,8,3,6,1,1,4,4,5,9,2,1,3,1,1,4,3,6,10,18,56
4,1,2,3,4,12,4,6,8,3,6,1,1,1,4,3,3,2,2,4,4,3,6,4,6,11,8,29
1,2,2,5,3,10,1,5,10,3,6,2,1,1,4,8,9,3,3,3,1,2,2,2,6,12,18,26
3,2,2,5,1,8,4,6,7,3,6,8,1,1,4,3,9,3,2,3,1,2,1,3,6,2,14,18
3,5,2,5,4,6,4,3,7,5,6,1,1,1,4,3,9,2,2,3,1,2,4,3,6,4,15,56
7,1,2,2,3,9,4,6,8,3,6,1,1,1,4,3,3,3,1,5,2,2,3,3,6,4,13,26
6,1,2,5,5,15,4,6,8,3,6,2,1,1,4,3,9,1,1,3,1,2,2,3,6,11,16,21
7,1,2,5,3,9,1,6,8,3,6,1,1,1,4,3,9,2,2,3,2,2,1,3,6,13,21,31
1,1,2,5,3,8,4,6,8,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,12,19,41
4,3,2,5,2,9,4,6,7,5,6,8,4,1,4,3,2,1,1,3,3,1,2,3,2,1,16,1
5,2,2,2,3,1,4,6,7,3,6,8,1,4,3,5,9,2,1,4,3,2,2,3,7,13,18,31
1,2,2,5,5,9,4,6,7,7,6,2,1,4,1,3,9,3,1,3,1,2,2,3,6,3,7,27
3,1,1,5,2,1,4,6,5,5,6,8,1,1,4,3,9,2,1,5,3,2,1,3,3,1,4,41
5,4,2,3,5,9,4,5,3,5,6,2,1,1,1,3,9,2,1,3,1,2,1,3,6,11,22,16
2,5,1,5,2,11,4,2,10,5,2,2,1,4,4,5,2,2,1,3,2,2,1,3,6,13,10,31
2,1,2,5,4,1,4,4,5,5,6,8,1,4,4,3,9,3,1,3,4,3,6,4,6,2,10,11
3,2,2,5,4,10,4,3,8,5,6,8,1,1,4,3,9,2,1,4,1,2,1,3,6,10,11,13
6,2,2,5,4,1,4,2,7,3,6,8,1,4,4,5,9,2,1,3,4,3,6,4,6,2,14,44
6,1,2,2,2,15,4,2,8,3,6,8,1,4,4,3,9,1,1,3,2,2,5,3,6,1,18,1
5,2,2,1,6,17,4,3,8,5,6,2,1,1,4,8,9,2,2,3,1,2,2,3,6,1,16,41
5,1,2,5,2,1,4,6,7,5,6,2,1,1,4,3,9,3,1,3,4,3,6,4,6,13,19,41
4,2,2,5,5,1,4,6,8,2,6,8,1,1,1,3,9,2,1,3,3,1,4,3,7,2,2,1
1,1,2,5,4,11,4,3,8,3,6,8,1,1,4,3,3,2,1,5,3,2,5,3,1,2,9,11
6,1,2,5,2,6,4,3,8,5,6,2,1,1,4,3,9,2,2,3,4,3,6,4,6,11,13,38
4,3,2,5,3,5,4,6,7,5,6,6,1,1,4,3,9,1,2,10,3,1,5,3,6,11,16,56
1,5,2,5,3,11,4,6,3,3,6,2,1,1,4,3,9,2,1,4,1,2,2,3,6,11,14,31
6,3,3,5,3,1,4,6,14,7,6,2,1,1,4,3,9,2,1,3,1,2,2,3,6,12,13,26
7,1,2,5,4,11,4,6,8,7,4,8,1,1,4,3,3,2,1,2,1,1,1,3,6,12,17,25
5,3,2,2,3,1,4,6,2,7,6,8,1,1,4,3,7,2,2,2,1,2,2,3,6,13,10,52
5,1,2,2,3,6,4,6,7,3,6,8,1,1,1,3,9,1,1,3,1,2,5,3,6,11,20,41
4,3,2,5,3,1,4,6,10,7,6,2,1,4,1,3,3,2,6,3,2,2,1,3,6,3,21,31
5,1,2,5,3,5,1,6,10,3,6,2,1,4,4,5,3,2,2,3,4,3,6,4,6,11,15,21
6,5,1,5,2,10,4,4,13,7,6,2,1,1,1,3,9,6,1,3,3,2,1,3,6,11,23,41
1,5,2,5,4,6,4,6,8,3,6,2,1,1,4,3,9,1,1,5,2,2,2,3,6,10,11,31
5,3,2,2,2,11,4,6,7,5,6,1,1,1,1,3,9,2,1,3,4,3,6,4,6,11,19,51
6,1,2,5,5,6,4,3,8,3,6,8,1,4,3,3,9,3,1,3,4,3,6,4,6,2,21,31
5,2,2,3,3,6,4,6,4,2,6,2,1,1,4,3,9,1,1,3,1,1,1,3,6,1,19,11
4,4,2,5,1,1,4,6,7,5,6,2,1,1,3,3,2,2,1,3,1,2,5,3,6,4,22,1
2,3,2,3,4,1,4,3,7,5,6,2,1,4,4,3,9,2,1,3,2,2,1,3,6,1,9,56
1,4,2,1,2,8,4,2,7,3,6,1,1,4,1,5,9,2,1,5,1,2,2,2,6,13,24,41
2,1,2,5,4,1,4,2,7,1,6,2,1,1,1,3,9,2,1,3,4,3,6,4,6,11,22,56
6,2,2,1,1,1,4,4,7,3,6,1,1,1,4,3,9,2,1,3,1,1,3,3,6,11,11,59
2,4,2,5,2,1,4,6,6,3,1,2,1,4,1,5,9,2,1,5,3,1,2,3,7,4,23,36
3,1,2,2,4,15,4,3,8,3,6,1,1,1,4,3,9,2,1,5,4,3,6,4,6,10,9,25
2,1,2,5,5,10,4,1,8,3,6,8,1,4,4,3,9,2,1,3,4,3,6,4,6,4,13,16
1,3,2,3,1,15,4,3,3,5,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,11,21,21
5,2,2,1,6,6,4,6,8,7,6,2,1,4,4,5,3,2,1,3,1,2,1,3,6,4,12,46
1,5,2,5,3,9,4,6,8,3,6,8,1,1,4,3,9,3,1,3,4,3,6,4,6,17,14,1
6,1,2,5,4,5,4,6,10,3,6,8,1,1,4,3,9,2,2,3,1,2,2,3,6,10,13,1
7,2,2,5,3,12,4,1,5,1,6,1,1,1,4,3,3,2,1,3,4,3,6,4,6,1,9,21
7,1,2,5,1,1,4,6,8,3,6,1,1,4,1,3,9,1,1,3,2,1,1,3,6,20,21,21
4,2,2,1,1,6,4,6,8,2,6,2,1,4,4,5,9,2,1,3,4,3,6,4,6,8,7,55
5,2,2,2,3,1,2,2,8,5,8,1,3,1,4,3,9,1,1,4,1,2,1,3,6,4,11,38
6,1,2,2,3,1,4,3,10,5,6,2,1,1,4,3,7,2,1,3,1,2,1,3,6,18,9,1
6,2,2,3,2,1,4,6,7,5,6,1,1,4,4,3,2,2,1,3,4,3,6,4,6,17,17,1
7,2,2,5,3,11,4,6,7,5,6,8,1,1,4,3,9,1,1,5,3,1,4,3,7,11,11,24
6,1,2,2,3,5,4,6,2,7,6,2,1,1,4,1,9,1,1,3,1,2,2,3,6,5,16,31
1,3,2,5,1,15,4,6,8,3,6,6,1,1,4,3,9,2,1,13,3,2,4,3,2,4,17,11
6,4,2,5,3,1,4,6,7,5,6,5,1,1,1,3,9,2,5,10,4,3,6,4,6,13,19,1
1,2,2,5,1,1,4,6,8,3,6,2,1,1,4,3,9,1,1,4,1,1,1,3,6,10,13,41
7,1,2,2,1,1,4,6,8,4,6,4,1,1,4,3,9,3,2,5,1,2,1,3,6,12,12,35
4,1,2,5,3,1,4,4,7,7,8,8,1,1,4,3,9,2,1,5,1,1,2,3,6,2,13,49
7,5,2,5,3,1,4,6,8,3,6,2,1,1,4,3,2,2,1,3,1,2,1,2,6,1,19,24
7,2,2,5,2,1,4,4,10,7,6,4,1,1,4,3,9,3,2,3,1,2,5,3,6,18,15,30
7,2,2,5,4,6,2,2,5,3,6,6,3,1,4,3,9,1,1,3,1,2,1,3,6,2,18,12
2,1,2,2,3,6,4,6,8,1,6,8,1,1,4,3,7,2,2,3,1,2,2,3,6,1,17,11
4,4,2,5,4,9,4,6,10,5,6,8,1,1,1,3,9,2,2,3,2,2,1,3,6,11,1,11
5,1,2,5,1,5,4,6,8,1,6,1,4,1,4,3,9,2,1,4,4,3,6,4,6,11,16,1
5,5,2,2,3,12,4,6,8,1,6,2,1,1,4,3,9,2,1,3,1,1,2,3,6,4,18,1
6,1,2,5,3,6,4,6,7,3,6,1,1,1,4,3,9,2,1,6,3,2,5,2,2,10,9,51
7,1,2,5,4,11,1,6,7,3,1,8,4,1,4,3,3,2,1,3,1,2,5,3,6,2,10,13
6,4,2,7,3,8,4,3,7,5,8,8,1,1,1,3,9,2,1,4,1,1,1,3,6,3,23,32
2,3,2,5,3,1,4,1,7,5,1,8,1,1,4,3,9,2,3,5,3,1,2,3,7,12,11,1
5,4,2,5,1,9,4,6,13,3,6,1,1,1,4,3,9,2,1,3,2,2,1,3,6,4,14,46
2,2,2,5,3,9,4,4,8,5,6,8,1,4,1,3,9,2,1,1,4,3,6,4,6,17,19,44
5,1,2,5,1,1,4,4,10,5,6,5,1,1,1,3,9,2,1,4,1,2,2,3,6,10,18,24
3,2,2,5,1,6,4,6,8,3,6,8,1,4,1,3,2,2,6,3,4,3,6,4,6,17,19,36
3,2,2,5,2,8,4,4,10,7,6,2,1,4,1,4,9,2,2,8,2,2,4,3,6,10,18,1
7,2,2,5,3,8,4,6,3,4,6,4,3,1,4,3,9,3,2,3,4,3,6,4,6,2,12,35
3,3,2,2,5,10,4,6,10,3,6,8,1,1,4,3,9,2,1,4,1,1,2,3,6,1,15,31
4,2,2,5,2,6,4,4,10,3,6,8,1,1,4,3,3,2,2,3,1,2,1,3,6,2,18,31
5,2,2,5,3,1,4,1,7,5,6,2,1,1,4,3,7,2,1,3,1,2,1,3,6,5,11,16
1,2,2,5,2,15,1,6,7,7,6,1,1,4,4,4,9,2,1,3,1,1,2,3,6,10,19,1
7,4,2,6,5,1,4,6,3,1,6,2,1,1,4,3,7,1,2,3,1,2,1,3,6,11,20,14
1,2,2,5,4,6,4,6,3,3,6,2,1,1,4,3,3,2,1,10,1,2,5,3,6,11,23,26
5,1,2,2,3,6,4,6,7,5,6,8,1,4,4,3,3,2,1,3,1,2,4,2,6,4,12,6
1,2,2,5,3,6,4,6,8,5,6,1,1,4,1,3,9,2,1,5,3,2,2,3,6,5,19,51
6,1,2,5,3,6,4,4,3,7,6,8,1,1,1,3,3,2,2,3,3,2,1,3,6,14,17,31
1,1,2,2,2,5,4,6,7,3,6,1,1,1,4,3,9,3,1,3,4,3,6,4,6,14,11,21
6,2,2,2,4,1,4,2,7,5,6,2,3,1,4,3,9,3,1,3,1,2,1,3,6,13,17,1
1,3,2,5,1,11,4,6,8,3,6,8,1,1,1,3,9,2,1,4,3,2,2,3,7,11,18,21
5,1,2,5,3,10,4,1,8,5,6,2,1,1,4,3,3,2,1,10,4,3,6,4,6,4,17,1
6,1,2,5,5,2,4,4,7,3,6,2,1,1,4,3,2,2,2,10,3,1,1,3,2,10,12,31
7,1,2,5,3,10,1,1,8,1,6,2,1,1,4,3,9,1,1,3,4,3,6,4,6,13,18,41
3,1,2,2,3,8,4,4,10,7,6,8,1,4,4,5,3,2,1,3,1,2,4,3,6,13,14,16
1,2,2,5,3,5,4,1,8,3,6,8,1,1,4,3,4,4,2,3,4,3,6,4,6,2,18,28
7,3,2,5,3,6,4,6,8,2,6,2,1,1,4,3,9,1,1,3,4,3,6,4,6,15,10,44
1,1,2,3,1,1,4,1,2,3,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,4,23,16
5,2,2,2,4,15,4,6,8,3,6,2,1,1,1,3,9,2,1,3,4,3,6,4,6,10,22,55
6,3,2,5,4,1,4,6,8,5,6,8,2,4,1,3,9,2,1,3,1,2,1,3,6,4,19,1
5,2,2,2,3,1,4,3,5,3,7,8,1,1,1,3,9,1,1,3,3,2,4,2,6,2,18,46
4,1,2,5,2,6,4,3,7,5,6,2,1,4,4,3,9,2,1,3,4,3,6,4,6,2,17,56
1,2,2,2,2,6,4,4,10,3,6,8,1,3,1,4,3,2,1,3,1,2,1,3,6,10,12,16
3,1,2,6,3,1,4,2,8,5,6,8,1,1,4,3,2,2,1,5,1,2,2,3,6,5,12,51
3,5,2,3,4,1,4,5,10,3,6,2,1,1,4,3,9,2,1,3,2,2,1,3,6,6,19,1
3,1,2,3,2,6,4,6,8,5,6,2,1,1,4,3,9,2,2,3,4,3,6,4,6,6,4,16
3,2,2,5,3,1,4,2,8,3,6,1,1,4,4,5,9,2,1,8,4,3,6,4,6,2,11,39
6,1,2,5,3,6,2,1,3,3,6,2,1,1,4,3,3,2,1,3,1,2,2,2,6,11,9,58
1,1,2,5,3,1,4,1,10,5,4,8,1,4,4,5,9,2,4,8,1,2,1,3,6,4,7,27
2,1,2,5,4,1,4,6,13,5,6,8,1,1,4,3,9,3,1,3,4,3,6,4,6,1,13,56
1,1,2,5,5,6,4,1,7,1,6,8,1,1,4,3,3,2,2,3,1,2,1,3,6,4,15,24
1,3,2,5,2,8,4,6,8,7,6,2,1,4,4,4,9,1,1,10,2,1,2,3,6,11,16,33
5,2,2,5,3,9,4,6,3,3,6,1,1,1,1,3,9,2,2,3,1,2,2,3,6,8,21,31
4,2,2,5,3,6,4,4,7,7,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,18,12
2,1,2,5,1,10,4,3,7,3,6,8,1,4,1,5,9,2,1,5,2,1,5,3,6,11,22,45
6,1,2,5,2,15,4,3,4,7,4,8,3,4,4,3,3,3,4,3,4,3,6,4,6,6,18,11
4,3,2,5,5,8,4,6,8,7,6,8,1,4,4,3,3,2,1,3,3,2,2,3,6,11,13,5
1,2,2,5,3,6,4,6,10,5,6,2,1,1,4,3,3,2,1,5,1,2,2,3,6,6,18,26
5,1,2,5,3,9,4,2,7,3,8,8,1,1,4,3,9,2,3,3,2,1,2,3,6,14,8,50
6,2,2,5,1,6,1,6,10,7,6,6,1,1,4,3,3,2,1,3,1,1,2,2,6,4,10,51
6,1,2,2,5,6,4,4,8,3,6,8,1,1,4,3,2,2,1,3,1,1,2,3,6,3,19,29
5,1,2,5,3,9,4,3,8,5,6,1,1,1,3,3,2,2,1,3,2,1,2,3,6,14,21,36
3,2,2,2,3,5,4,3,8,3,9,8,1,1,4,1,9,2,2,12,1,2,4,3,6,13,16,21
5,2,2,5,2,1,1,5,10,3,6,4,1,1,4,3,9,2,2,3,4,3,6,4,6,2,9,46
6,2,2,2,2,15,4,6,7,3,6,8,1,1,4,3,9,2,1,4,4,3,6,4,6,13,16,34
3,1,2,3,1,1,4,6,8,2,6,2,1,1,4,3,9,4,3,3,1,2,1,3,6,6,21,31
3,1,2,5,2,8,4,6,3,3,6,2,3,1,1,3,9,2,1,3,4,3,6,4,6,1,24,16
2,1,2,5,2,6,4,1,7,5,6,8,1,1,4,3,2,2,2,3,1,2,4,3,6,2,17,37
6,1,2,3,2,6,2,6,8,1,6,8,1,1,4,3,9,2,2,3,4,3,6,4,6,10,8,51
6,1,2,3,6,5,4,6,7,4,6,2,5,1,4,3,9,2,1,3,4,3,6,4,6,5,15,41
6,2,2,3,4,7,4,6,7,6,6,1,1,1,1,3,9,2,1,3,1,2,2,3,6,1,23,21
4,1,2,5,2,1,4,6,3,3,6,8,1,4,4,4,7,2,1,3,1,1,1,3,6,1,13,31
6,5,1,5,1,1,4,4,8,5,6,2,1,1,4,3,9,3,1,6,1,2,5,3,6,1,17,8
3,1,2,5,4,12,4,2,6,5,6,1,1,1,4,3,9,3,2,2,4,3,6,4,6,13,20,34
4,2,2,5,2,9,4,6,8,5,8,8,1,1,1,3,3,2,1,3,3,1,1,3,7,13,19,45
6,3,2,3,1,11,4,1,5,2,6,1,1,4,1,3,9,2,1,3,2,2,4,3,6,17,23,6
6,1,2,5,5,9,4,6,10,3,6,8,1,1,4,3,9,2,1,10,2,1,2,3,6,10,18,31
1,2,2,5,3,1,4,3,8,3,9,8,1,1,4,3,3,3,3,3,1,2,2,3,6,1,21,11
1,5,1,3,4,1,4,6,7,5,6,2,1,1,4,3,9,1,1,3,1,2,2,3,6,11,16,31
4,3,2,3,4,1,4,6,7,3,6,1,4,4,1,6,9,2,2,3,1,2,1,3,6,11,21,31
7,3,2,5,3,6,4,6,7,7,6,2,1,1,4,3,2,4,2,5,4,3,6,4,6,11,14,37
6,1,2,3,2,6,4,1,8,5,6,8,1,1,4,3,3,2,1,3,1,2,1,3,6,1,8,51
4,2,2,5,3,1,4,3,3,7,6,2,1,1,1,3,9,2,2,3,1,1,2,3,6,1,22,51
7,2,2,5,3,11,1,3,8,5,6,8,1,1,4,3,9,2,2,3,4,3,6,4,6,1,11,5
3,3,2,5,2,1,1,6,7,1,6,1,1,3,4,7,9,3,2,3,3,1,2,2,6,12,13,1
4,1,2,5,3,1,4,6,8,3,4,8,1,1,1,3,9,2,1,3,1,2,2,3,6,1,3,6
4,4,2,2,2,4,4,6,13,3,6,1,1,4,4,3,9,2,3,3,1,2,1,3,6,11,12,44
4,3,2,3,1,6,4,6,7,5,6,2,1,1,4,3,9,1,1,3,1,2,1,3,6,12,18,1
2,1,2,5,1,10,4,1,8,3,6,8,1,1,4,3,2,3,1,3,1,2,3,3,6,6,17,6
6,1,2,3,1,1,4,6,5,5,6,8,1,4,4,5,2,2,1,3,4,3,6,4,6,2,18,4
4,1,2,5,2,8,4,6,8,3,6,2,1,1,1,3,9,2,4,3,4,3,6,4,6,2,23,31
6,3,2,5,3,1,4,4,7,5,2,2,1,1,4,3,9,2,1,3,3,2,5,2,7,2,20,17
6,5,1,7,3,6,4,3,7,3,6,1,1,1,4,3,9,2,1,3,4,3,6,4,6,1,15,26
4,2,2,2,4,9,4,6,7,3,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,2,20,41
5,3,2,5,3,1,4,1,7,5,7,2,1,1,4,3,9,2,1,3,2,2,2,3,6,2,14,1
3,1,2,5,1,6,4,6,8,7,4,1,1,4,1,3,9,2,1,3,1,2,2,3,6,4,20,58
4,3,2,5,2,12,1,6,7,3,6,8,1,1,4,3,9,2,2,3,1,2,1,3,6,2,18,41
5,3,2,3,4,6,1,5,6,5,6,1,1,1,4,3,2,2,1,3,4,3,6,4,6,11,14,16
7,5,2,5,1,9,4,6,2,5,4,1,1,1,4,3,9,2,1,3,4,3,6,4,6,1,14,58
7,3,1,7,3,12,4,2,10,5,6,8,1,1,4,3,9,2,1,3,1,1,1,3,6,18,12,20
5,2,2,2,2,5,4,2,7,5,6,8,1,4,1,5,9,2,1,3,4,3,6,4,6,2,18,22
2,2,2,5,3,15,4,6,8,3,6,4,1,1,4,3,9,2,1,4,1,2,1,3,6,4,14,44
2,3,2,2,1,1,4,6,10,5,6,8,1,1,3,3,9,1,4,3,1,2,1,3,6,2,15,50
6,3,2,5,3,1,4,6,7,3,8,8,1,1,4,3,9,1,1,4,4,3,6,4,6,12,15,31
1,1,2,1,4,12,4,6,7,5,6,8,1,1,4,3,9,3,2,4,4,3,6,4,6,2,7,11
7,2,2,5,1,6,4,3,8,5,6,2,1,1,4,3,9,3,3,8,2,1,5,3,6,17,11,39
7,2,2,5,3,14,4,6,7,3,6,2,1,4,4,5,9,1,1,3,4,3,6,4,6,1,19,44
1,2,2,5,2,6,4,6,10,5,6,2,1,1,4,3,9,1,1,3,1,2,1,2,6,2,18,55
2,5,1,5,2,1,4,6,8,3,6,1,1,1,4,3,9,4,5,3,2,1,1,3,6,10,19,49
3,5,2,7,2,1,4,2,5,3,6,2,1,1,4,3,9,2,1,10,4,3,6,4,6,12,15,21
6,2,2,1,1,1,4,4,10,3,6,8,1,1,4,3,4,2,1,3,1,1,4,3,6,11,12,11
7,2,2,5,3,8,4,2,8,3,6,8,1,4,4,5,9,3,1,3,4,3,6,4,6,10,12,31
1,2,2,5,4,8,4,6,3,5,6,1,1,4,1,3,9,2,1,3,1,2,2,3,6,4,23,26
3,2,2,5,5,6,4,6,5,6,6,8,1,1,1,3,9,2,2,3,2,2,1,3,6,12,10,48
6,5,1,5,3,10,4,3,10,2,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,2,13,21
5,5,2,2,5,11,4,6,7,1,6,2,1,1,4,3,2,3,4,3,4,3,6,4,6,1,18,20
4,1,2,5,2,6,4,6,8,7,6,2,1,1,3,3,9,1,2,10,1,2,1,3,6,1,23,29
7,2,2,3,5,9,4,3,8,2,6,1,1,1,1,3,2,2,1,3,2,1,2,3,6,1,24,36
1,2,2,5,3,1,4,3,5,3,7,2,1,1,4,3,9,2,1,3,3,1,1,3,2,11,18,26
1,1,2,3,5,1,4,6,8,3,6,2,1,1,4,1,9,2,1,4,1,2,2,3,6,1,16,57
1,1,2,5,1,1,4,6,8,1,6,8,1,1,1,3,3,2,2,10,4,3,6,4,6,13,22,42
6,1,2,5,2,16,4,3,3,3,6,2,1,1,4,3,2,2,1,3,4,3,6,4,6,4,8,46
2,2,2,5,4,6,4,6,8,1,6,8,1,1,4,3,3,4,2,3,2,1,2,3,6,13,18,42
1,5,2,5,4,10,1,6,3,3,6,8,1,1,4,3,2,3,2,3,1,2,1,3,6,2,7,46
1,1,2,5,2,1,4,6,5,6,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,2,13,31
1,1,2,5,2,1,4,6,3,2,6,8,4,1,1,3,9,2,1,3,4,3,6,4,6,10,8,11
4,1,2,2,4,15,4,6,10,5,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,2,10,33
7,1,2,5,4,14,4,4,8,5,6,8,1,1,4,3,9,3,1,3,3,2,2,2,6,2,9,28
7,3,2,5,2,1,4,6,5,3,6,2,1,1,4,3,9,2,1,11,3,1,1,3,7,13,17,51
1,4,2,3,2,5,4,6,8,7,6,1,3,1,1,4,3,2,3,3,3,2,1,3,2,13,22,19
5,5,2,3,3,1,4,4,7,5,6,8,1,1,1,8,9,2,1,3,1,2,1,3,6,1,18,1
6,2,2,2,1,5,4,3,10,2,6,2,1,1,4,3,9,2,2,3,1,2,1,3,6,4,17,16
5,2,2,5,2,1,4,6,7,1,6,8,1,1,4,3,9,2,2,3,2,2,2,3,6,1,9,46
3,5,2,5,4,8,4,6,3,5,6,2,1,1,1,3,9,1,1,4,4,3,6,4,6,6,17,17
1,1,2,5,5,9,4,2,8,3,6,8,1,4,1,5,9,1,4,3,4,3,6,4,6,6,5,1
5,4,2,5,4,1,4,3,8,2,6,2,1,1,4,3,3,3,4,4,2,2,4,3,6,17,20,36
5,2,2,5,2,7,4,6,8,3,6,1,1,1,4,3,9,2,1,3,4,3,6,4,6,12,9,41
7,1,2,2,5,8,4,2,7,1,6,8,1,1,4,3,9,2,1,3,1,2,2,2,6,11,12,51
1,2,2,5,5,1,4,2,4,2,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,1,20,1
3,3,2,5,1,6,4,6,8,3,6,8,1,1,4,3,9,2,2,3,4,3,6,4,6,1,15,46
1,2,2,5,3,16,3,1,2,7,6,1,1,4,4,5,3,2,2,3,4,3,6,4,6,8,18,26
2,1,2,3,4,6,4,2,10,3,6,1,1,4,1,5,3,2,1,12,1,1,2,3,6,11,6,16
1,2,2,3,5,1,4,6,6,7,6,1,1,1,4,3,2,2,1,3,4,3,6,4,6,12,8,51
1,2,2,3,2,1,4,6,8,3,6,1,1,1,4,3,9,1,1,8,4,3,6,4,6,13,11,42
6,5,1,5,1,6,4,6,8,2,6,8,1,4,1,5,9,1,1,3,1,2,2,3,6,1,18,46
6,1,2,3,5,4,4,4,3,7,6,8,1,4,4,3,3,2,1,3,2,1,5,3,6,10,8,31
1,2,2,2,4,6,4,6,3,1,6,8,5,1,1,3,3,2,1,3,4,3,6,4,6,1,17,56
1,1,2,5,5,6,4,4,7,7,6,3,1,1,4,3,9,3,1,8,2,1,2,3,6,10,10,49
6,3,2,2,3,5,4,1,6,5,6,8,1,4,4,3,9,1,1,8,1,1,1,3,6,1,17,6
3,1,2,5,3,12,4,3,8,2,6,2,1,1,1,3,9,1,1,3,4,3,6,4,6,1,3,41
2,2,2,5,4,1,4,3,8,3,6,2,1,1,4,3,9,1,1,10,1,1,4,3,6,4,10,23
5,2,2,2,4,9,4,1,7,5,6,8,5,1,1,3,2,2,1,8,1,2,5,3,6,8,11,48
2,1,2,5,3,1,4,1,7,5,7,8,3,1,1,3,9,2,2,3,4,3,6,4,6,14,24,11
2,1,2,2,3,6,4,3,10,5,6,3,1,1,4,3,9,2,1,3,4,3,6,4,6,18,15,38
3,4,2,2,3,10,4,6,7,3,6,8,1,1,1,3,9,2,3,3,1,2,5,2,6,10,24,36
5,2,2,3,3,1,1,6,8,4,6,2,1,1,2,3,9,2,1,3,1,2,1,3,6,10,20,1
6,2,2,5,4,1,1,5,10,3,6,8,1,1,4,3,9,3,1,4,4,3,6,4,6,17,18,46
7,2,2,2,3,8,4,6,7,5,6,8,1,1,4,3,9,2,3,3,3,1,1,3,1,2,16,51
3,1,2,5,5,11,4,2,8,7,6,1,1,1,4,3,3,1,1,4,1,2,1,3,6,13,13,16
1,2,2,5,3,1,4,1,8,3,6,8,1,4,4,5,9,2,1,3,2,1,2,3,6,10,17,1
1,2,1,5,3,1,4,6,7,5,6,1,1,1,4,3,9,2,1,3,3,1,1,2,6,13,17,56
3,3,3,5,3,8,4,6,10,3,6,8,1,1,4,3,3,2,3,10,2,1,5,3,6,9,12,30
1,1,3,1,3,1,4,5,7,3,6,1,1,4,1,5,3,2,1,3,2,2,1,3,6,13,19,18
5,2,2,2,2,10,4,6,3,2,6,8,1,1,4,3,9,1,1,3,4,3,6,4,6,12,18,11
5,1,2,5,4,8,4,3,7,3,7,2,3,1,4,3,9,1,2,5,2,2,3,3,6,2,19,4
1,5,1,3,2,6,4,2,10,3,2,2,1,1,4,3,3,2,1,10,1,2,2,3,6,2,20,12
2,1,2,5,2,6,4,2,8,5,8,8,1,1,4,3,3,4,1,3,1,2,4,3,6,1,10,7
2,2,2,2,1,1,4,6,8,3,6,8,1,1,4,8,9,3,4,3,4,3,6,4,6,14,10,6
6,2,2,5,3,1,4,6,3,5,6,2,1,1,4,3,7,2,5,3,4,3,6,4,6,4,20,1
3,2,2,5,5,1,4,1,8,7,4,2,1,4,1,4,9,2,1,3,4,3,6,4,6,10,2,1
1,2,2,2,3,1,1,6,7,7,7,2,1,4,4,5,9,2,4,3,2,1,4,3,6,14,14,35
1,5,2,5,3,1,4,6,13,1,6,4,1,1,4,3,9,2,2,3,3,1,2,3,7,5,12,31
2,2,2,5,4,1,4,4,10,5,6,1,1,4,4,5,9,2,2,3,1,1,2,2,6,4,17,11
6,1,2,6,4,1,4,2,8,3,6,8,1,1,4,3,9,2,2,3,1,2,4,3,6,4,16,41
4,3,2,5,2,5,4,2,7,5,8,2,1,1,4,3,9,2,1,8,4,3,6,4,6,6,10,10
1,2,2,5,3,1,4,6,7,1,6,2,1,1,4,3,9,1,1,3,4,3,6,4,6,11,11,45
4,1,2,3,2,1,4,3,7,5,6,1,1,1,4,3,9,2,1,3,4,3,6,4,6,1,15,21
1,4,2,5,2,1,4,6,10,3,6,8,1,1,2,3,2,1,1,3,4,3,6,4,6,12,23,51
